456904	Беше ме страх да съм сам в тъмното.	252213	I was scared to be alone in the dark.
456906	Баща ми има много книги.	454007	My father has a lot of books.
456911	Той отказа предложението. Аз също.	299975	He declined the offer and so did I.
456913	Тя замина на екскурзия миналата седмица.	315457	She set off on a trip last week.
456927	Това което той каза относно момичетата, важи и за момчетата.	267212	What he said about girls holds true of boys, too.
456931	Тя не живее вече там.	312320	She doesn't live there any more.
456933	Докторът, когото тя посети, е известен.	308500	The doctor she visited is famous.
456938	Аз съм по-възрастен от него с три години.	260812	I am older than he by three years.
456942	Кошницата беше пълна с ягоди.	50572	The basket was filled with strawberries.
456945	Срещнах я за първи път в Лондон.	255942	I met her in London for the first time.
456948	Методът му на преподаване е и добър, и лош.	403302	His teaching method is both good and bad.
456954	В колко часа тръгва следващия влак?	401621	What time does the next train leave?
523369	То чия книга?	67820	Whose is that book?
528232	Липсваш ми.	1308	I miss you.
528240	Очевидно е, че ти излъга.	283377	It's obvious that you told a lie.
630622	Разведох се.	630611	I got divorced.
630623	Мария има дълга коса.	5994	Maria has long hair.
630626	Ще се видим довечера! До скоро!	630618	See you tonight! See you soon!
630636	Чаша кафе, моля.	630218	A cup of coffee, please.
630639	Да започваме!	387427	Let's begin.
630639	Да започваме!	387428	Let's start!
630649	В Япония практически всяко семейство има пералня.	629237	In Japan, practically every family has a washing machine.
630651	Те имат роднинска връзка.	629208	They're related to each other.
630655	Моите съболезнования!	629043	My condolences!
630659	Свършихме наличностите.	629008	We're out of stock.
630661	Колкото повече учим, толкова повече научаваме.	629007	The more we learn, the more we know.
630662	Само да бях по-млад.	629000	If only I was younger.
630665	Къде се случи?	628999	Where did it happen?
630667	80% от компютъризираната информация в света е на английски език.	628919	80% of the world's computerized information is in English.
630668	Не е за вярване, че е направил подобно нещо.	628910	It is unbelievable that he did something like that.
630671	Самолетът беше пренасочен към Мюнхен заради мъглата.	628835	The airplane was redirected to Munich, because of the fog.
630672	И аз те обичам.	628763	I love you, too.
630673	Мисля за теб.	628625	I'm thinking of you.
630678	Да превеждаш изречения в Tatoeba е по-забавно от това да си пишеш домашното.	628541	Translating sentences on Tatoeba is more fun than doing homework.
630679	То е на брат ми.	628448	It belongs to my brother.
630681	Познато ми е.	628363	It's familiar to me.
630683	Тя е доста по-висока от мен.	628287	She's way taller than me.
630685	Съгласни сме.	628230	We agree.
630687	Правилно!	628213	Correct!
630688	Вярно е!	628215	It's true!
630689	Кой е собственикът на тази кола?	628146	Who is the owner of this car?
630691	Помолих месаря да премахне всичката мазнина от месото.	628093	I asked the butcher to trim all the fat off of the meat.
630699	Кучетата не различават цветовете.	627426	Dogs can't tell colors apart.
630703	Не е лесно да хванеш заек с голи ръце.	627421	It is not easy to catch a hare with your bare hands.
630706	Тя купи прахосмукачка от супермаркета.	627420	She bought a vacuum cleaner at the supermarket.
630719	Ще се опитам да не закъснявам за в бъдеще.	242047	I'll try not to be late in the future.
630720	Не съм толкова приказлив като теб.	627332	I'm not as talkative as you.
630722	Обикновено се прибират преди нас.	627325	They usually get home later than us.
630725	Когато бях малък, ходех пеш на училище.	627319	I walked to school when I was young.
630731	Сигурен съм, че ще успее.	627303	I'm sure that he'll succeed.
630732	Вземи хартия и пиши!	627297	Take a sheet of paper and write!
630735	Въпросите й показват, че тя разбира темата много добре.	627290	Her questions indicate that she understands the subject very well.
630737	Какво прави това лято?	627287	What did you do this summer?
630740	Ученето на чужд език е интересно занимание.	627265	Learning a foreign language is interesting.
630741	Кой град е това?	627260	Which town is this?
630746	Донесох книга.	627174	I brought a book.
630747	Излизам.	5838377	I'm going out.
630750	Ще се върнем рано или късно.	627146	We will return sooner or later.
630755	Дай му ги.	626507	Give them to him.
630758	Дай ѝ ги.	626506	Give them to her.
630810	Гладен съм!	404096	I'm hungry!
630832	Животът е труден.	630767	Life is hard.
630833	В този ресторант храната е хубава.	630769	In this restaurant the food is good.
630837	Тя е най-скучното момиче, което някога съм познавал.	630778	She is the most boring girl I ever knew.
719065	Безцветни зелени идеи яростно спят.	702472	Colorless green ideas sleep furiously.
753137	Няма по-ценно нещо от времето.	263989	Nothing is so precious as time.
753141	Косата ти има нужда от подстригване.	70423	Your hair needs cutting.
760567	Иска ми се да имах приятел като теб.	70851	I wish I had a friend like you.
760568	Тази група хора дойдоха с нас.	50526	The group of people came along with us.
760570	Той ме взе за англичанин.	298070	He took me for an Englishman.
760579	Това е майка ми.	413771	This is my mother.
760580	По-късно пак ще говорим.	139279	Talk to you later.
760584	Участваш ли в някаква обществено полезна дейност?	70301	Do you take part in any community activities?
760590	Бихте ли ме извинили за момент?	39994	Will you excuse me for just a moment?
760592	Купих го за 10 долара.	41930	I bought it for 10 dollars.
760592	Купих го за 10 долара.	254785	I bought it for ten dollars.
760593	Откъде произлизат Олимпийските игри?	64813	What are the origins of the Olympics?
760594	Какво ще кажеш да учим заедно в библиотеката?	270681	How about studying together in the library?
760604	Мария е много хубаво момиче.	31973	Mary is a very pretty girl.
760609	Бихме искали да ядем. Можете ли да ни обслужите бързо? Трябва да сме тръгнали до един и половина.	613199	We would like to eat. Could you serve us expressly? We need to be on our way before half past one.
760611	Бих ви препоръчал обаче да вземете Джей Ар Нарита Експрес (влак, който тръгва от летището на всеки 30-60 минути), за да си спестите усложението да сменяте влакове.	53587	However, I recommend that you take the JR Narita Express (a train leaves every 30-60 minutes from the airport), to avoid the complexity of changing trains.
760612	Кой сезон ти е най-любим?	37531	What season do you like the best?
760612	Кой сезон ти е най-любим?	69826	Which season do you like the best?
760617	Добре дошъл у дома.	64693	Welcome home.
760618	Ако не ти харесва обслужването, не оставяй бакшиш.	536677	If you don't like the service, don't leave a tip.
760625	При това положение, много се извинявам, но не мога да приема любезната ви покана.	62385	As such is the case, I am sorry I can't accept your kind invitation.
760627	Да пробваме!	414905	Let's have a try.
760628	Трябва да си лягам.	1277	I have to go to sleep.
760628	Трябва да си лягам.	1395	I have to go to bed.
760630	Момчето бързо свикна с новия си клас.	46331	The boy soon accommodated himself to his new class.
760632	Когато се порежа, кървта ми потича веднага.	246250	I bleed easily when I am cut.
760633	Изглеждаш много блед.	15912	You look very pale.
760634	В Лондон сега е седем часа.	29269	It is seven in London now.
760639	Забранявам ти да пушиш.	17272	I forbid you to smoke.
760647	Ако отида още един път в Нагазаки, ще съм ходил там три пъти.	278115	I will have been to Nagasaki three times if I go there again.
760648	Ти не ставаш толкова рано, колкото сестра ти.	16742	You don't get up as early as your sister.
760650	Не излагай снимките на слънце.	265315	Don't expose photos to the sun.
760651	Трудът не е само необходимост, но и удоволствие.	326334	Labor is not merely a necessity but a pleasure.
760655	Това лекарство бързо ли действа?	43557	Does the medicine act quickly?
760656	Не изпускай тази възможност!	348448	Don't let the chance slip away!
760657	Един мъж трябва да работи.	270113	A man must work.
760658	Боли ме задникът.	470149	My butt hurts.
760659	Говори по-бавно, ако обичаш.	456627	Please speak more slowly.
760660	Вече съм идвал тук.	439619	I've already come here before.
760661	Малко хора мислят така.	51060	Few people think so.
760662	Тази седмица работих през цялото време.	242096	I worked all this week.
760663	Тези стари закони бяха отменени.	68410	Those old laws were all done away with.
760665	Утре е неделя.	323310	It is Sunday tomorrow.
760665	Утре е неделя.	506460	Tomorrow is Sunday.
760668	Близо ли е хотелът до летището?	33358	Is the hotel close to the airport?
760670	Макар това да значеше, че ще се изложи на опасност, той се реши да отиде там.	295035	Even though it meant risking danger, he decided to go there.
760671	Изглежда той ще ходи в Кашгар.	553761	It sounds like he's going to Kashgar.
760671	Изглежда той ще ходи в Кашгар.	553764	It sounds like he is going to Kashgar.
760673	Той често не си е вкъщи през уикендите.	299317	He often stays away from home on the weekend.
760676	Днес следобед ще идват много хора.	242559	There are many people to come this afternoon.
760679	"Ще те пусна да преминеш," каза Сфинксът, "ако отговориш правилно на моята гатанка."	73790	"I will let you pass safely," the Sphinx said, "if you can answer my riddle."
760682	Нищо чудно той да е прав.	40580	He may well be right.
760685	Сигурно е, че Луси ще се омъжи за поп певеца.	29580	It is certain that Lucy will marry the pop singer.
760687	Изборът на примерно изречение не беше добър.	328557	The choice of example sentence wasn't wise.
760688	Каквото ще да става, ще ги накараме да говорят.	531245	We'll get them to talk no matter what it takes.
760689	Домакинът наряза пуйката за гостите.	265854	The host cut the turkey for the guests.
760691	Времето лети.	263886	Time flies.
760694	Днес следобед ще ходя на лекар.	63133	I'm going to go to the doctor this afternoon.
760698	Тираничните правителства често хвърлят политическите си противници в затвора.	328608	Tyrannical governments frequently gaol their political opponents.
760701	В това малко село живеят много учени.	274798	Many scientists live in this small village.
760705	Никога не съм разменял и дума с него.	260209	I never exchanged a word with him.
760706	Тайфунът разруши много къщи.	45522	The typhoon destroyed many houses.
760708	Той попита майка ми.	749761	He asked my mother.
760709	Той трябваше да плаща висок наем за фермата си.	296382	He had to pay a high rent for his farm.
760710	Той е над четирисет.	288563	He is past forty.
760712	Докато е учил в средното училище, той не е правил нищо друго, освен да чете романи.	301529	He did nothing but read novels in his junior high school days.
760713	Имам много снимки.	254924	I have a lot of pictures.
760722	Каква е твоята кръвна група?	70730	What's your blood group?
760722	Каква е твоята кръвна група?	372352	What is your blood type?
760722	Каква е твоята кръвна група?	528304	What's your blood type?
760726	Тази зима при нас не е валял много сняг.	243106	We have had little snow this winter.
760731	Планът доведе след себе си много проблеми.	48507	The plan gave rise to much trouble.
760734	Неговата родна страна е Германия.	286179	His home country is Germany.
760736	Запазихме тишина в стаята.	249339	We kept quiet in the room.
760737	Говориш ли шанхайски?	374894	Can you speak Shanghainese?
760738	Много страни вече са премахнали смъртната присъда.	274837	Many countries have abolished capital punishment.
760742	Седемте въпроса, които трябва да си зададе един инженер, са: кой, какво, кога, къде, защо, как и колко.	2209	The seven questions that an engineer has to ask himself are: who, what, when, where, why, how and how much.
760744	Тя ни покани да отидем на купона за рождения ѝ ден.	315752	She invited us to her birthday party.
760746	Сънувах те.	2022	I dreamt about you.
760746	Сънувах те.	776012	I dreamed about you.
760747	Закъснях за училище.	2025	I was late to school.
760750	Той има три дъщери, едната от тях е омъжена, а другите две още не са.	284921	He has three daughters; one is married, but the others aren't.
760751	Доколкото знам, той трябва да е роден в Италия.	274986	For all I know, he was born in Italy.
760752	Видях я да пресича улицата.	261057	I saw her crossing the street.
760752	Видях я да пресича улицата.	308420	I saw her coming across the street.
760757	Няма нищо, не се плаши!	621732	It'll be fine, don't be afraid!
760758	Дядо ми е роден през 1920.	251332	My grandfather was born in 1920.
760761	Рейсовете се движеха почти празни.	35311	The buses ran back and forth almost empty.
760765	Те бяха спасени с хеликоптер.	306016	They were rescued by helicopter.
760769	Наоко е плувкиня.	278241	Naoko is a swimmer.
760772	Планът ни тръгна зле още от самото началото.	247506	Our plan went wrong from the beginning.
760774	Катерицата продължаваше напред през силния вятър.	319694	The squirrel advanced against the strong wind.
760776	Много се радваме да видим всички вас тази вечер.	243405	We take great pleasure in meeting all of you this evening.
760777	Разхождахме се по брега на езерото.	248647	We walked along the shore of the lake.
760784	Той разтърси рамото на сина си.	300975	He shook his son by the shoulder.
760786	Той изглеждаше сякаш някога е бил богат.	295497	He seemed to have been rich.
760791	Гребяхме нагоре срещу течението на реката.	22635	We rowed up the river against the current.
760795	Аз живея в един голям град.	259357	I live in a big city.
760796	Опитахме се да го убедим.	272518	We tried to persuade him.
760798	По добре да те откарам у вас.	257138	I'd better drive you home.
760801	Работя в Милано.	466631	I work in Milan.
760803	Планът му е да построи мост над тази река.	285944	His plan is to build a bridge over that river.
760805	Беше толкова хубав ден, че решихме да се разходим.	37836	It was such a pleasant day that we went for a walk.
